domain,resolves,http_status,https_status,redirect_url
ekindle.fr,True,200,,https://www.amazon.fr/
ekindle.info,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
ekindle.net,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
ekindle.org,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
ekindleshop.info,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
ekindlestore.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
eksworkshop.com,True,200,200,https://eksworkshop.com/
el-corazon-de-sergio-ramos.com,True,200,,https://www.amazon.com/dp/B07X13DV14
elajuly.ch,True,200,200,https://www.elajuly.ch/
elamazonas.com,True,202,202,https://www.amazon.com:443/
elano.ch,True,200,200,https://elano.ch/
elastic-compute-cloud.com,True,200,,https://aws.amazon.com/
elastic-compute-cloud.fr,True,200,,https://aws.amazon.com/
elastic-compute-cloud.net,True,200,,https://aws.amazon.com/
elastic-ip.biz,True,200,,https://aws.amazon.com/
elastic-ip.fr,True,200,,https://aws.amazon.com/
elastic-ip.info,True,200,,https://aws.amazon.com/
elastic-ip.it,True,200,,https://aws.amazon.com/
elastic-ips.biz,True,200,,https://aws.amazon.com/
elastic-ips.info,True,200,,https://aws.amazon.com/
elasticaddress.com,True,200,,https://aws.amazon.com/
elasticbeanstalk.at,True,200,,https://aws.amazon.com/
elasticbeanstalk.biz,True,200,,https://aws.amazon.com/
elasticbeanstalk.cz,True,200,,https://aws.amazon.com/
elasticbeanstalk.fr,True,200,,https://aws.amazon.com/
elasticbeanstalk.info,True,200,,https://aws.amazon.com/
elasticbeanstalk.it,True,200,,https://aws.amazon.com/
elasticbeanstalk.me,True,200,,https://aws.amazon.com/
elasticbeanstalk.net,True,200,,https://aws.amazon.com/
elasticbeanstalk.org,True,200,,https://aws.amazon.com/
elasticbeanstalk.ru,True,200,,https://aws.amazon.com/
elasticblockstore.fr,True,200,,https://aws.amazon.com/
elasticblockstore.info,True,200,,https://aws.amazon.com/
elasticblockstore.it,True,200,,https://aws.amazon.com/
elasticblockstore.ru,True,200,,https://aws.amazon.com/
elasticcloudhosting.com,True,200,,https://aws.amazon.com/
elasticcomputecloud.com,True,200,,https://aws.amazon.com/
elasticcomputecloud.fr,True,200,,https://aws.amazon.com/
elasticcomputecloud.net,True,200,,https://aws.amazon.com/
elasticcomputecloud.org,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
elasticcomputecloud.ru,True,200,,https://aws.amazon.com/
elasticcomputingcloud.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
elasticfilesystem.com,True,200,,https://aws.amazon.com/efs/
elasticip.biz,True,200,,https://aws.amazon.com/
elasticip.fr,True,200,,https://www.amazon.fr/
elasticip.info,True,200,,https://aws.amazon.com/
elasticip.it,True,200,,https://aws.amazon.com/
elasticip.me,True,200,,https://aws.amazon.com/
elasticip.ru,True,200,,https://aws.amazon.com/
elasticips.info,True,200,,https://aws.amazon.com/
elasticstoragevolume.com,True,200,,https://aws.amazon.com/
elbarrilito.es,True,200,200,https://elbarrilito.es/
elcandildesanpedro.es,True,200,200,https://www.elcandildesanpedro.es/
elchana.com.uy,True,403,403,
elci.ch,True,,,
elcor.com.py,True,200,,
elcristiano.es,True,200,200,
elderflower.ch,True,200,200,https://www.elderflower.ch/
elearningatelier.ch,True,200,200,https://elearningatelier.sec-lab.com/
elearochat.ch,True,200,200,
electricbikes.ch,True,,,
electriccharging.gr,True,200,200,https://electriccharging.gr/en-gb
electricleasing.gr,True,200,200,https://electricleasing.gr/en-gb
electricmobility.gr,True,200,200,https://electricmobility.gr/en-gb
electricsmart.gr,True,200,200,https://www.smartgreece.gr/
electrictaxi.gr,True,200,200,https://electrictaxi.gr/en-gb
electrobicis.es,True,200,200,
electrobik.es,True,200,,
electrobike.es,True,200,,
electrobikes.es,True,200,200,
electromotos.es,True,200,200,
electronicmoney.gr,True,200,200,https://electronicmoney.gr/en-gb
elektroautoladestation.ch,True,200,200,https://www.elektroautoladestation.ch/
element.com.gt,True,200,,
elemental.cloud,True,200,,https://aws.amazon.com/media-services/elemental/
elementaltechnologies.com,True,,200,https://aws.amazon.com/media-services/elemental/
elenimigliavacca.ch,True,200,200,https://www.elenimigliavacca.ch/
elettricitalocale.ch,True,200,200,https://www.lokalerstrom.ch/it
elevateespana.es,True,200,200,
elevensis.gr,True,200,200,https://www.elevensis.gr/
eleventh.ch,True,,,
elfenauhof.ch,True,200,200,https://www.elfenauhof.ch/
elhotel.es,True,200,200,
eli-renovations.ch,True,200,200,
eliaestragues.es,True,200,,
elianeschelb.ch,True,200,200,https://www.elianeschelb.ch/
elifit.ch,True,200,200,https://www.elifit.ch/
eligefacil.es,True,200,200,
eligeme.com.es,True,200,200,
elinalorenca.ch,True,200,200,
elite-03.ch,True,,,
elitehotel.ch,True,,,
eliteplayer.ch,True,308,200,https://eliteplayer.ch/en
elitepools.es,True,200,200,
elitesalaclub.es,True,200,200,https://www.elitesalaclub.es/
elixir-solutions.ch,True,200,200,https://elixir-solutions.ch/
ellemarrecords.com,True,200,200,https://www.ellemarrecords.com/
ellenaudible.com,True,200,200,https://www.audible.com:443/
ellibanes.es,True,200,200,https://ellibanes.es/
ellisons.es,True,200,200,
elmec-suisse.ch,True,200,200,https://elmec-suisse.ch/
elpland.es,True,200,200,https://elpland.es/
elpuerro.es,True,,,
elrincondelsexo.es,True,403,503,
elsawi.ch,True,200,,https://www.safebrowse.io/warn.html?url=http://elsawi.ch/&token=30943d26
elshowdehappyfamily.es,True,200,200,https://elshowdehappyfamily.es/
elsol.es,True,200,200,
elviajedelser.es,True,200,200,https://www.elviajedelser.es/
emason.at,True,202,,https://www.amazon.de/
ematch.es,True,200,200,
ematix.al,True,200,200,https://www.ematix.al/
emaux.ph,True,200,,
emazon.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
emazonaws.com,True,200,,https://aws.amazon.com:443/
emberartlinetv.com,True,200,,
emdb.it,True,200,,https://www.amazon.it/
emdyn.ch,True,200,200,https://www.emdyn.com/
emdyn.es,True,200,200,https://www.emdyn.com/
emdyngroup.ch,True,200,200,https://www.emdyn.com/
emealab.net,True,200,200,
emergingdynamics.ch,True,200,200,https://www.emdyn.com/
emerson.ch,True,200,200,
emicsgroup.gr,True,200,200,https://www.emicsgroup.gr/
emigrante.es,True,200,200,
emirates.bs,True,200,200,https://www.emirates.com/us/english/?linkCategory=domain&linkItem=emirates.bs
emirates.bt,True,200,200,https://www.emirates.com/us/english/?linkCategory=domain&linkItem=emirates.bt
emirates.com.py,True,,200,https://www.emirates.com/us/english/?linkCategory=domain&linkItem=emirates.com.py
emirates.sr,True,200,200,https://www.emirates.com/us/english/?linkCategory=domain&linkItem=emirates.sr
emixautomobile.ch,True,200,200,https://www.emixautomobile.ch/
emmanails.es,True,200,200,https://emmanails.es/
emmanuelle.ch,True,,,
emmimusicbrunch.ch,True,200,200,https://www.emmimusicbrunch.ch/
emotix.az,True,200,200,https://emotix.az/
emoto.ba,True,200,200,https://www.emoto.ba/
emotorcycle.gr,True,200,200,https://emotorcycle.gr/en-gb
employers-in-banking.ch,True,200,200,https://www.arbeitgeber-banken.ch/
emporio-armani.ch,True,200,200,https://www.armani.cn/
emporioarmanidiamonds.es,True,200,200,https://www.armani.com/en-us/
emporioarmanidiamondsformen.es,True,200,200,https://www.armani.com/en-us/
empowerconference.ch,True,200,200,https://www.empowerconference.ch/
emru.ch,True,200,200,https://emru.ch/
emush-klenja.ch,True,,,
en-movimiento.es,True,403,403,
en-sanierungen.ch,True,200,200,https://www.en-sanierungen.ch/
enaible.ch,True,200,200,https://enaible.ch/
enblu.ch,True,200,200,https://www.tecblu.ch/
encancernohaypreguntastontas.es,True,,,
enciendemaruxia.es,True,200,200,https://enciendemaruxia.es/
encimerasdeporcelanico.es,True,200,200,
encode.ba,True,200,200,https://encode.ba/
encuentros50.es,True,200,200,
endles.com,True,200,200,https://www.amazon.com/b/ref=fs_xg_xgl_lp_surl?node=7141123011&ref=endl_rd
endless.com,True,200,200,https://www.amazon.com/b/ref=fs_xg_xgl_lp_surl?node=7141123011&ref=endl_rd
endls.com,True,200,200,https://www.amazon.com/b/ref=fs_xg_xgl_lp_surl?node=7141123011&ref=endl_rd
endstufe.ch,True,,,
enea-development.ch,True,,,
enerchi-balance.ch,True,405,,
energiaclara.es,True,200,200,https://energiaclara.es/
energiagrupal.es,True,200,200,https://energiagrupal.es/
energiahibrida.es,True,200,200,
energiefischli.ch,True,200,200,https://www.energiefischli.ch/
energymedicine.ch,True,200,200,https://www.energymedicine.ch/
energypoint.es,True,200,200,
energytowers.ch,True,200,200,
energytowers.es,True,200,200,
energywallet.gr,True,200,200,https://energywallet.gr/en-gb
enerlytica.ch,True,200,200,https://www.enerlytica.com/
enews1st.lk,True,200,,https://www.safebrowse.io/warn.html?url=http://enews1st.lk/&token=f67c8dab
english-world.es,True,200,200,https://english-world.es/
englishpsychologist.es,True,200,200,https://englishpsychologist.es/
engmakers.com.iq,True,200,200,
enhancedaudioformat.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
enjay.ch,True,,,
enjoybenidorm.es,True,200,200,https://enjoybenidorm.es/
enka.es,True,200,200,https://enka.es/
enkindle.biz,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
enkindle.fr,True,200,,https://www.amazon.fr/
enkindle.info,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
enkindle.net,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
enlistedtracker.tk,True,200,200,https://enlistedtracker.tk/
ensaladilla.es,True,200,200,
ensaladillas.es,True,200,200,
entiendetufacturadelaluz.es,True,200,200,https://entiendetufacturadelaluz.es/
entrance.ch,True,,,
entretnes.es,True,200,200,https://entretnes.es/
envie.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
environnement7.ch,True,200,200,https://www.environnement7.ch/
eol.hm,True,200,200,
eperiodico.es,True,200,200,
epex.ch,True,,,
epicwaves.lk,True,200,200,https://epicwaves.lk/
epress.ch,True,,,
equestion.hm,True,200,200,
equinoxplanetgrt.es,True,200,200,https://equinoxplanetgrt.es/
equipage.ch,True,,,
equipments.es,True,200,200,
eradigital.ch,True,404,404,
erdenlicht.ch,True,200,200,https://www.erdenlicht.ch/
ereaderskindle.com,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
erealtor.hm,True,200,200,
eresuscnc.ch,True,200,200,https://www.eresuscnc.ch/en
ericpanades.es,True,,200,
eritae.es,True,,,
erklarvideo.ch,True,200,200,https://erklarvideo.ch/
erlebnisland-grizzlybaer.ch,True,200,200,https://www.grizzlybaer.ch/
eroeffnungsabend-rehaaktiv.ch,True,,,
eroslove.es,True,200,200,
erotickindle.com,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
eroticscen.es,True,200,200,
erreichen.ch,True,200,200,https://www.menturo.ch/
erwandemenga.ch,True,200,200,https://www.erwandemenga.ch/
erythroleukos.gr,True,,,
esaf-blkb.ch,True,,,
escapetraffic.com,True,200,200,https://www.audible.com:443/
escayolista.es,True,200,200,
eschigrund.ch,True,,,
escort-advisor.es,True,200,200,https://escort-advisor.es/
escrow-payment-amazon.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
escrow-payments-amazon.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
esmoquin.es,True,200,200,
espacio-madrid.es,True,200,200,https://espacio-madrid.es/
espaciointencional.es,True,,,
espaciotangente.es,True,200,200,https://espaciotangente.es/
espar-rodbar.es,True,200,200,https://espar-rodbar.es/
espazon.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
espinillas.es,True,,,
espn.ch,True,200,200,https://www.espn.com/soccer/
espnqa.com.gt,True,406,406,
espray.es,True,200,200,
espritducercle.ch,True,200,200,https://espritducercle.ch/
esqueladigital.es,True,200,200,https://esqueladigital.es/
essalina.ch,True,200,200,https://www.essalina.ch/
essence-pilates.ch,True,200,200,https://essence-pilates.ch/
essentialbeauty.ch,True,,,
essentielantwerp.ch,True,200,200,https://www.essentiel-antwerp.com/us
essentielantwerp.es,True,200,200,https://www.essentiel-antwerp.com/es_es
estaciondeservicio.es,True,200,200,
estafaelectoral.es,True,200,200,https://estafaelectoral.es/
estatelabs.es,True,,,
estcontrolling.ch,True,200,200,https://www.estcontrolling.ch/
esteticalinamaria.es,True,200,200,https://esteticalinamaria.es/
estiercol.es,True,200,200,
estimer-son-bien.ch,True,,,
estrellarental.es,True,200,200,
estudiolgc.es,True,200,200,https://estudiolgc.es/
estufasdecarbon.es,True,200,,
eteria.ch,True,,,
ethosimmobilien.ch,True,200,200,https://www.ethosimmobilien.ch/
etiendazero.com.uy,True,200,200,https://etiendazero.com.uy/errorpage.aspx?aspxerrorpath=/termycond.aspx
etiketen.es,True,200,200,https://etiketen.es/
etoileacademica.es,True,200,200,https://etoileacademica.es/
euamazon.com,True,202,202,https://www.amazon.com:443/
eudaimonic.ch,True,200,200,https://eudaimonic.ch/
eudia.es,True,405,,
eurocatpalet.es,True,200,200,
eurodoner.es,True,200,200,https://eurodoner.es/
euroglass.ba,True,200,200,https://euroglass.ba/
eurogroup.ch,True,,,
eurolouvre.es,True,200,200,
euromarketing.ch,True,,,
europack.ch,True,,,
europallet.es,True,200,200,
euroresorts.es,True,200,200,
euroseman.es,True,200,200,https://euroseman.es/
eurosport-player.ch,True,403,,
euskoposidiomas.es,True,200,200,https://euskoposidiomas.es/
eutaxi.es,True,200,200,
euw.ch,True,,,
eva-kostas.gr,True,,,
evalozanoacupuntura.es,True,,200,https://www.evalozanoacupuntura.com/es/
evanscales.es,True,,,
evassistance.gr,True,200,200,https://evassistance.gr/en-gb
evbattery.gr,True,200,200,https://evbattery.gr/en-gb
evedesigns.ch,True,200,200,https://www.evedesigns.ch/
event-reinigung.ch,True,200,200,
eventfood.ch,True,200,200,https://eventfood.ch/
eventplanner.al,True,,,
eventplanner.ba,True,,,
eventplanner.com.gr,True,,,
eventplanner.gt,True,,,
eversun.gr,True,200,200,https://www.eversun.gr/
everygrape.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
everywordforkindle.com,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
evfreaks.ch,True,200,200,
evhub.gr,True,200,200,https://evhub.gr/en-gb
evinfrastructurejobs.es,True,200,200,
evolution.ch,True,,,
evoluum.ch,True,200,200,https://www.evoluum.ch/
evrent.gr,True,200,200,https://evrent.gr/en-gb
evrental.gr,True,200,200,https://evrental.gr/en-gb
evrosmeta.gr,True,200,200,https://evrosmeta.gr/
evtols.gr,True,200,200,
evwallet.gr,True,200,200,https://evwallet.gr/en-gb
ew-beratung.ch,True,200,200,https://www.ew-beratung.ch/
ex.com.es,True,200,200,
exacon.fr,True,200,,https://www.amazon.fr/
exam.hm,True,200,200,
exanova.es,True,,200,
excellent.com.py,True,403,403,
except.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=except.com-20&linkId=4dcb8b9a451b3ce3e6ecf3f612624fde
excites.hm,True,200,200,
exclusivebuilding.es,True,200,200,https://exclusivebuilding.es/
exclusively.ch,True,200,200,
exept.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
exhibitions.es,True,200,200,
exitoso.es,True,200,200,
exleaseauto.ch,True,200,200,https://exleaseauto.ch/
exness.cf,True,200,,
exness.com.az,True,200,,
exobot.ai,True,200,200,
exobot.jp,True,200,200,
exon20ins.es,True,200,200,https://www.jnjmedicalcloud.es/es-es/services/specialties/oncologia/patologias/ex20ins
expatcoahing.ch,True,200,200,https://expatcoahing.ch/
expedieparamazon.fr,True,200,,https://www.amazon.fr/
expensly.ch,True,308,200,https://www.expensly.ch/
expertisa.ch,True,200,,
exploredoshare.es,True,403,403,
exploretheuniverse.ai,True,200,200,https://zoox.com/
exploretheuniverse.io,True,200,200,https://zoox.com/
explosive.es,True,200,200,
expojapan.es,True,200,200,https://expojapan.es/
expressivo.fr,True,200,,https://www.amazon.fr/
expressivo.it,True,200,,https://www.amazon.it/
extra-box.ch,True,200,200,https://extrabox.ch/
extremaespana.es,True,200,200,https://extremaespana.es/
extrusion.ch,True,,,
exxtra.ch,True,,,
eyelashesprado.com.uy,True,200,200,https://eyelashesprado.com.uy/
eyepedia.ch,True,200,200,https://www.eyepedia.ch/
eyezuerich.ch,True,200,200,https://www.eyezurich.ch/
eyezurich.ch,True,200,200,https://www.eyezurich.ch/
eyzin-diatrofi.gr,True,200,200,https://eyzin-diatrofi.gr/
f700.es,True,200,200,
fabianruf.ch,True,403,403,
fabiomartin.ch,True,200,200,https://www.fabiomartin.ch/
fabric.com,True,403,200,https://www.amazon.com/fabric/b/?ie=UTF8&node=12899121
fabric.net,True,403,,
fabric.xyz,True,403,,
fabricarts.com,True,403,,
fabservic.es,True,200,200,
fabspot.es,True,200,200,https://fabspot.es/
faces.es,True,200,200,
facetime.com.mt,True,200,200,
fachabitur.ch,True,,,
facilitate-now.ch,True,200,200,https://www.visualdynamics.ch/
facility-services-gmbh.ch,True,200,200,https://facility-services-gmbh.ch/
facta.ch,True,,,
factoriadeformacion.es,True,404,404,
facts-4-future.ch,True,200,200,https://facts4future.ch/
factsforfuture.ch,True,200,200,https://facts4future.ch/
factsheet.ch,True,200,200,
faebeontour.ch,True,200,200,https://faebeontour.ch/
faevent.ch,True,404,404,
fahrer-assistenz-systeme.ch,True,200,,
fahroase.ch,True,200,200,https://www.fahroase.ch/
fajeraliraq.iq,True,200,200,https://fajeraliraq.iq/
falconpost.es,True,200,200,https://falconpost.es/
fam-zimmermann.ch,True,200,200,
familiasalamanca.es,True,200,200,https://familiasalamanca.es/
familien-erziehungsberatung.ch,True,200,200,https://www.familien-erziehungsberatung.ch/
familien-pflege.ch,True,200,200,https://www.familien-pflege.ch/
familienstammbaum.ch,True,,,
family-richard.ch,True,,,
familyhood.com,True,404,,
familytreedaycare.com,True,200,,
fammeyer.ch,True,200,200,
famousri.ch,True,200,200,
famschneider.ch,True,200,200,
famzimmermann.ch,True,200,200,
fandom.gr,True,200,200,
farango.es,True,200,200,https://farango.es/
farbuform.ch,True,200,200,https://www.farbuform.ch/
farbundwerk.ch,True,200,200,https://www.farbundwerk.ch/
farfallina-restaurant.ch,True,,,
farm.to,True,200,200,
farmaciasantramon.es,True,200,200,https://www.farmaciasantramon.es/
faschingskostuem.ch,True,,,
fascioliadministraciones.uy,True,200,,https://www.fascioliadministraciones.uy/
fascismo.es,True,200,200,
fashionews.ch,True,200,200,
fashionweek.gr,True,200,200,
fastco.ba,True,200,200,https://www.fastco.ba/
faster.gr,True,,,
fastgifts.ch,True,200,200,
fat2fit.es,True,200,200,
fatcoupon.es,True,308,200,
fatfish.ch,True,,,
fatgirlslim.es,True,200,200,
fatquarterquilters.biz,True,403,,
fatquarterquilters.com,True,200,,https://www.amazon.com/exec/obidos/tg/browse/-/12890711
fatquarterquilters.net,True,403,,
fatquarterquilters.org,True,403,,
fauna.com,True,200,,https://faunarobotics.com/
fauna.net,True,200,,https://faunarobotics.com/
favorites.es,True,200,200,
faxversand.ch,True,,,
fba.com,True,200,,https://sell.amazon.com/fulfillment-by-amazon
fbabooksale.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbadeals.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
fbainternational.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbaq4.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbareprice.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbascan.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbaschool.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbasolution.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbasolutions.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fbconsult.ch,True,200,200,https://www.fbconsult.ch/
fbe-bern-2025.ch,True,200,200,https://www.fbe-bern-2025.ch/
fcbhealth.es,True,,,
fcbhealthspain.com.es,True,,,
fcloudfront.net,True,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
fcma.ch,True,200,200,https://www.fcma.ch/
fcpaleochora.gr,True,200,200,https://www.fcpaleochora.gr/en
fdi-esports.ch,True,200,200,https://fdi-esports.ch/
fediverse.gr,True,200,200,
feedmykindle.com,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
feelfitpro.es,True,200,200,https://feelfitpro.es/
feelingisaudible.com,True,200,,https://www.audible.com/
feellikebeauty.es,True,200,200,
feenix.ai,True,200,200,https://feenix.ai/
feherdental.es,True,,200,
feinrohren.es,True,200,200,
felbear.ch,True,200,200,
feldenkraisbewegt.ch,True,200,200,https://www.feldenkraisbewegt.ch/
felicidadesarte.es,True,200,200,
felicienriondel.ch,True,200,200,https://felicienriondel.ch/
felipesexto.es,True,200,200,
felixarnold.ch,True,,,
felixhelbling.ch,True,200,200,https://felixhelbling.ch/
femma.ba,True,200,200,https://www.femma.ba/
fenri.ch,True,423,423,
fertilsan.ba,True,200,200,https://fertilsan.ba/
festivaldelbienestar.es,True,200,200,https://festivaldelbienestar.es/
feuerungskontrolle-solothurn.ch,True,200,200,https://feuerungskontrolle-solothurn.ch/
ffad-architekten.ch,True,,,
fgcbasel.ch,True,200,200,https://fgcbasel.ch/
fhas.ch,True,200,200,https://fhas.ch/
fidebs.es,True,200,200,https://fidebs.es/
fiechter-studer.ch,True,200,200,https://www.fiechterstuder.ch/
fieldelectrical.es,True,200,200,https://fieldelectrical.es/
fifa26.es,True,200,200,https://fifa26.es/
fifame.es,True,200,200,https://www.fifame.es/
fifi-design.ch,True,,,
fight-garage.ch,True,200,200,
fight4love.ch,True,,,
fightersunderground.com,True,403,,
figo.com.es,True,200,200,https://figo.com.es/
filecap.ch,True,200,200,https://www.filecap.com/
filmeimdb.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
filmfestwire.com,True,202,,https://www.imdb.com/
filmfinders.com,True,202,202,https://www.imdb.com:443/
filmjunki.es,True,200,,https://us02web.zoom.us/j/5454169484?pwd=QS9mV09aK2U5bjg2YURWWnF2YTBlQT09
filmpressbox.com,True,202,,https://www.imdb.com/
finalapproach.ch,True,200,200,
financeleads.ch,True,,,
financepourtous.ch,True,200,200,https://financepourtous.ch/
financiacioneuropea.es,True,200,,
financier.al,True,200,200,
financieragrupoglobal.es,True,,404,
finanzforum.ch,True,,,
finanziro.es,True,200,200,
finder.es,True,200,200,https://www.findernet.com:443/es/espana/
findinglife.ch,True,,,
findyourkindle.com,True,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
fine.hm,True,200,200,
fineart.hm,True,200,200,
finvisor.ch,True,,,
fioravillas.gr,True,,200,
firadonda.es,True,200,200,https://firadonda.es/
firat-kaylan-portfolio.ch,True,200,,https://firat-kaylan-portfolio.ch/
fire-device.com,True,200,,https://www.amazon.com/b/ref=as_li_ss_tl?node=2102313011&linkCode=sl2&tag=amznipdevice-20&linkId=50dfab05edf5ab113c2734ea9070a381
fire-hd.at,True,200,,https://www.amazon.com/b?ie=UTF8&node=6669703011
fire-hd.co.at,True,200,,https://www.amazon.com/b?ie=UTF8&node=6669703011
fire-hd.fr,True,200,,https://www.amazon.com/b?ie=UTF8&node=6669703011
fire-hd.it,True,200,,https://www.amazon.com/b?ie=UTF8&node=6669703011
fire-hd.ru,True,200,,https://www.amazon.com/b?ie=UTF8&node=6669703011
fire-tv.com,True,200,,https://www.amazon.com/b/ref=ods_dom_smp?node=8521791011
fire.best,True,202,,https://www.amazon.com/
fire.blackfriday,True,200,,https://www.amazon.com/blackfriday
fire.camera,True,200,,https://www.amazon.com/exec/obidos/tg/browse/-/502394
fire.christmas,True,202,,https://www.amazon.com/
fire.cyou,True,200,,https://www.amazon.com/b?node=6669703011
fire.dealer,True,200,,https://www.amazon.com/b?node=6669703011
